puuid,total_game_duration,avg_time_between_games,win_loss_ratio,unique_champions,kill_death_ratio,avg_champion_level,avg_gold_usage,avg_daily_streak,churn,total_active_days
ZSLEqX3hktk-ajeFDY1AIn_ajpxQGYawmeljgUftJcWeuRMlaU4A-M3Gfxx4CqcA_I-B4rxNnkAraA,1922.0,0,1.0,1,0.16666666666666666,13.0,15295.0,1,0,1
iYjGetrWm3TTEouE3SJBst_gudOVWWJIwot5-iaRC0b06BTeB8--7EBL9VkE_xv85hBE9VHAa3yH7A,1922.0,0,0.0,1,0.0,16.0,20300.0,1,0,1
SlrqP6UFt9WEHJZKPWJYqlsiC8PLtS71UnMZOq9OqcIzq6sUoW8YmtW__TGbNi8sjfjkTOSJY9U0gw,1922.0,0,0.0,1,0.4444444444444444,14.0,19446.0,1,0,1
qxQ0dKoiQAadrRpT7tkZmVg9mEeSdNKVEw7BGx4U_Vi85cu8ApQxlmleszk1rUzwc6-JZkWYUNyIVg,1922.0,0,0.0,1,0.0,12.0,14661.0,1,0,1
UdcXQgZlb4m5DLzin9jklunzsvk888ATb_UeWlZEXwTFfy-MoDpnOegsN11IRQ31EIwZ9Qy8ML65Ew,2015.0,0,0.0,1,1.0,17.0,26089.0,1,0,1
Rsh841fbYwehrZpTBeUcw8JGippXjq_zRUHwf40lGLtsbikLTPtDId9zcLZfbi6qvTZ9s9gb4GWXnw,2015.0,0,0.0,1,0.25,14.0,20621.0,1,0,1
IocY54v0UWYakxLdCoZMNzj8YjdPxXM2D-_ZcvA3-o4-8oqWKlq9u25dDJRVF-_D29VPAFuCn6xa5w,1766.6,1039043.0,0.25,5,0.7391304347826086,13.6,20626.4,4,1,4
uR2J04x7-b3s-GhT49aQxZ7N1UEq-Z-NwUkxJUQJsK2cUF5IIbkd9XGv6Q-KNtNfkmai3gRxaBIesg,1942.5,4161121.0,0.0,1,0.0,13.0,14198.0,2,1,2
y1V7yfGZe9dvAo2FwjMgisTGS9JoyRmw6JDjR9KPOMmGiFPu2kk_KN1qXf0z0lQFWQ_RKhdx0o6HQA,1749.0,4079517.3333333335,4.0,4,1.2222222222222223,15.0,21589.25,4,1,4
PR0Z9IjT-X12UybLghxw7UZoIn81o0wbT3qEJ2oV-Gn8tcjMDDZYHsbJtB0sJecG7o8Ze_b4e9RmGw,2139.5,2141940.0,1.0,1,1.5,18.0,26261.0,2,1,2
3CV6kWpexWVAbesJr3MPHLbewYhjZU8n9bviAiCvVBUe86a9fHYwJsGXHNbj-W7uFyAjkI-Hsn0RzA,2015.0,0,1.0,1,1.8,15.0,27740.0,1,0,1
74gfp3B37iRakA9ZQkr75-WDOtaB7cDtKGDn2GRbgRO_ImTtDsFzhCchKEI8rofm6B7EbburM1S_Kw,1899.0,0,0.0,1,0.6,15.0,22979.0,1,0,1
v7rZEr831811dJcZvhB822BbTkg_s0TEusVMV86rBp8liePLvY7eGZOP9Z0YXdFZrmQclsVJIS0_Pw,1584.0,464.0,1.0,1,1.875,14.0,23746.0,1,0,1
fQg7mOd4K8kH_I-e1DOLtfCH1RdNPOqbUR4ng4OOx6q8S-h6Tq6dXK6DgGYMgBpIWLdrHOmDa-x07g,1899.0,0,0.0,1,0.0,15.0,19537.0,1,0,1
j1ycJKkHjYIL9GRi5bP341HUZ7zt03Pcg2LxK9MKL_txPytVQc80KdHhCBDjl5gqzpAA815Cjyywew,1899.0,0,0.0,1,0.0,12.0,13045.0,1,0,1
zlIscy0hMdX6JsN2qUzwqALHZuiQlpb-71yPDhgg-lcsIb9eexSC1CYdAgCPqF4Cij2NeU5QKHUupQ,1725.0,3912.0,1.0,1,0.75,13.5,17718.5,2,0,2
XunLZGnHGIt4hCbSabhGfXbBZiZEF5_397CTwQx0GIYJiJRMX3wcTQfiY4RUwfvP8t5wHViAXYJpJA,1899.0,0,1.0,1,5.333333333333333,17.0,32195.0,1,0,1
3QnkNYuFVl3O3AUrqxGLOWl_PnBwtG6SifbeOeoSYQJ1J7jrtD0o44Avbov0hyjq0_0f1GJwNfSS3w,1899.0,0,1.0,1,0.8333333333333334,17.0,25404.0,1,0,1
hvJkrBcZyUMHdaDn67WaeZLKdTxV8OO3IOpps_CR8Ak9Y9V4nZcLTDnUa7uFEgg_LrJHAhPTmkOd3w,1899.0,0,1.0,1,0.5,15.0,23758.0,1,0,1
mvkpxVm_m5Bp4qaUBwKytubRMuYnLlKhanYqSc5sqWY-ggiI1a6cudk5HEAb75HJwhySJsJztc33LQ,1899.0,0,1.0,1,0.6,13.0,18005.0,1,0,1
UjanqxUjL_I_XqmivHrEEgovN35LAlJzO5I3rs8_vnxo55R81TVwTiK5MZ7E0ReEux-sY_3uYBN1mQ,1269.0,0,0.0,1,2.0,10.0,9082.0,1,0,1
bZ5LDpVPkObMnyZnU7cMomOd3X0A4rSr4MjzxW7K7noSSNnIQm8cuvtCkirGyaU28lBtFty7jQgiLA,1269.0,0,0.0,1,0.0,9.0,7523.0,1,0,1
1-beKY5ADlRyTaAiLyXs6FQ6CHnKBEkY2XS7fVxEvEWTC2_FunkQyci0QckSNMFqUCPGkEqbXCNZZw,1269.0,0,0.0,1,0.6666666666666666,11.0,12498.0,1,0,1
Cw2ZYA1kV9ys_ZO8vsBFu32w21973I8JmkSSgocT_x-VBdg1ZGdyC4yQT9dTFoZj4Vg-9oIXZYRnQw,1269.0,0,0.0,1,0.5,9.0,9841.0,1,0,1
wCyVQdbMSNU8SzfbJ81_0_k8JRTd4efOt7cUNXNcbL-nYU3wMJ-rwEZBOkCmYRdmDW_Z5Ro-a8x7sg,1269.0,0,1.0,1,4.0,13.0,14894.0,1,0,1
oKulvA0FQDm3guEvNNvdlJahna3ZigZ5g0cLniG6SifGwyGJWcU-jtgUlltptDGF04sN7TUREmUxhA,1269.0,0,1.0,1,4.0,16.0,20730.0,1,0,1
edQAxlb715Y2OFfArOoBqPoPdcbWEMsdGrGkEEPe917xffACp4IISlXJBLn6wy_mN06fEpSR5j4bgg,1314.0,442.0,1.0,1,0.7272727272727273,12.0,19377.5,1,0,1
G3RclPW0936iyHQ92_jjeeKgj9QscIHsGUucKm5krS-r7Aj4exk-bGdWayxdLGB4aug7qndJ2I1QKQ,1412.6,1629904.0,0.6666666666666666,4,0.3793103448275862,11.6,16423.8,4,1,4
kvJwUDRG13V-K6RPxj_pfq4eqkjv7KbfZDNkPhBLZ5kTy6dgSjizSNIj9XVz7o3sYT8tEQPvNpVrpg,1359.0,0,0.0,1,0.2727272727272727,13.0,18435.0,1,0,1
TeVym0ojiXcQR2z9QoLVpZTE3WXUbicaLQT-Jh2lOEWPSwP85Rb25ao-pOatV1ckf0-vQ5_D3d4QGQ,1788.0,5970216.5,0.5,2,1.1578947368421053,15.67,24136.333333333332,2,1,2
gH_HjJbdoGzLzIlP7NhQx2P78M-vtGGcvLqmYHXd5gNYH9TsTNkYuWFqv9ytpj8UEAIZhGvh5jl-aA,1359.0,0,0.0,1,0.16666666666666666,13.0,15031.0,1,0,1
Lh_QYxmnghGDyGz_0CwYqir4nOrpRwzYbtG1iFpMiRbr1WWNPTlBIMLx8zcM33g6-GEoXXiVHV0m5g,1359.0,0,0.0,1,0.0,10.0,9963.0,1,0,1
BHDcdeOD8tY4i0xHNAzfDW3uDDGCgt5zrmz4KWIOD3PmN_48YX0kNhDOQqFclBSTuwYSKLVN3iP_yA,1423.0,4802757.0,3.0,3,0.7647058823529411,14.33,20450.666666666668,3,1,3
uAzF2XH4y46rOzebuaZXgSuSkbL5Nbh2cU6WRB3sTFhpGN21ZCeIfWqmZtwSMJfNPYwhNwemx-3-5A,1455.0,378.0,2.0,1,1.0,14.5,19636.5,2,0,2
GOZ12zpNe-KuLhKairindvywlxhTrjRVeFX5KPudLImobqVc3LlWdNkCdT2hnqZOdSd4WsEVZULaew,1559.0,99353.0,2.0,2,1.8,13.5,21620.5,2,1,2
VY-3pUGnc2VeBU5XJjGT5RnHh6xzeKDpqu4yKaySx0Gy-k2awahg_DIv6QkbSUfOGUHON-5JybAPSw,1359.0,0,1.0,1,1.0,13.0,15328.0,1,0,1
eIqVVm_ZS-lk9NPKqoIxMTVdQZjA8kgnm0EXa8DVsJkdnx7lcQp9MmZ9R0QfCRWOirSb3l39pGWpuA,1551.0,0,1.0,1,6.0,18.0,34870.0,1,0,1
_kXw8k5aGnTmGr0q9MI6RaGBYy9gxgQWG2v6q20rp6XK243l3Y-Y_cpO9f33OKPxjfJpdDJXNPe6mA,1243.3333333333333,4754564.5,2.0,3,0.4444444444444444,10.33,12305.0,3,1,3
AuZuGt0a9ZGAtIMY1p7NMm7GQSvFs95UkSY7NyG4QAe2TJCaomwNtjo1kW_m5uwdOwJcnPWbOaV00w,1833.5,834658.6666666666,3.0,4,0.34615384615384615,13.25,16566.5,3,1,3
ng2njw4JFroA5LyVK_0RYqQv5LGOcuGPtWMznF1wdGHiBB2j_KgRKnE5tWoAAQ721IAuS-3Frde9UA,1551.0,0,0.0,1,0.3333333333333333,13.0,17119.0,1,0,1
a8z0a3YkhCDwBK_jPNNbzEBYIzBYT3NyKH_8PZFn1S6ZBQKWFrEk5HZJ1wecNBE4bDptkB5f9YhY9g,1551.0,0,0.0,1,0.1,14.0,18209.0,1,0,1
VVgCGShZzLZLTFTuTWK4YmXMypaSAUwRdS3XR24s6jgj3Cd9pNZiaKKyrWYug2xeTHTTZI5uf8ulkQ,1551.0,0,0.0,1,1.25,13.0,19747.0,1,0,1
j1SUE1Mc6T90auGsmA6jXnyJho2T5tofFKtyhmNVNt0hnx6qejarJ7nWKO3zUfB2JKXMK-oSCHvQew,1250.0,0,1.0,1,1.2,14.0,21721.0,1,0,1
sHjJTdw7OcH0dR1ArNu3HP888QMToPFODhq9jeG9BzzMJl2PT20JXObDYhfdY-QJRhgoU_obqIhQeQ,1211.6666666666667,3103960.5,2.0,2,2.2,12.67,17611.333333333332,3,1,3
u77rkNHzVYP-qjH6cdbjIZ8vLujTlr0g2gTkuiZD6h7zTreAAj8VJ17ElLbUNs94wRK-UqRxhJ_tbQ,1250.0,0,1.0,1,0.3333333333333333,11.0,16280.0,1,0,1
GNnFV6CrE5DBnBfoiYzfyux4E2Yfcmr6gzR6EoT1UJ9Dlrog9Yk_YhX5hHrXdE7PgEZU8hblWU9TCA,1629.0,2392.0,1.0,2,0.5714285714285714,15.0,19557.5,1,0,1
yAFFcaS11nXrknz_KX03O9N8xEgtznvW4N3LcAzJGNY9F_5BZnmLVHfBxgIM73vsmwRni80m-FvN7A,1511.2,3027924.0,0.25,2,1.0833333333333333,14.2,19769.8,4,1,4
rFSW6lAT4CVrmE3Z3d3MqqW1IOnaqwLZ-_c1sxzidFg2-W3bWqeQs6kvmsE9E-5HYqtg0gGg_K0aDA,1250.0,0,0.0,1,1.25,12.0,15629.0,1,0,1
pbJyXN5bf0IzAv72Jo3UoqQTbtgcGDM2Zt8cinOUNvAx6R6h06YakH7cFWMBm_Q2qanRiq4W050FWg,1586.0,1811836.0,0.0,2,0.4117647058823529,12.5,19879.5,2,1,2
qhIZKkTTx3sGo8L9UH9XrLeN9ngFpV8rREnR0_BIItKCq3p1dS8b6w1gEtPVAroDcpqMRYhnD3EH7A,1250.0,0,0.0,1,0.0,10.0,8897.0,1,0,1
AD-71G9sWCnQ0jZtHiAarXKS_JRXUOZ-hwpv13GBABzTWeUOtP5faY_HWx2g3z4OAWm4xwsWNVsJ_A,1592.0,0,0.0,1,0.5,14.0,18138.0,1,0,1
gvrXK--jccrVw2f196afdFlNdZxPAFUtk5kRUm2V6cF94dnkJ2Ka4p8zE4CSHOetVJNXx75V64Q-Xw,1592.0,0,0.0,1,0.5,12.0,18535.0,1,0,1
-lBBCEpsC5qmfu_JBdXxs_A1JgIzYQ8UqGh9XoPMPO4X0IdGsZe1avGy_MlS0Q6lUC9fxBu8fKesrw,1686.0,1764843.0,0.0,2,0.5,12.0,14783.5,2,1,2
R2ILd9W2T_egDzwmTkTiVIUiiHgKJZgxYsbdfs0bDPd1F5Dt6mun1FbSdY5abNKza100PvvG_R_xjg,1592.0,0,1.0,1,0.75,15.0,20587.0,1,0,1
NTLC89rvj8DigbHOu_A1XW88Rg3DHUtlQ1sE_usYc14bx8MfMZ3al4VhRHb7_4kdoCWFVpqyiMfQAg,1592.0,0,1.0,1,2.3333333333333335,15.0,22373.0,1,0,1
xJybOOdc7xKtpL2XW6IewTrsCph4-KrWH3LgxZ8CNT8_4V9ve0ogYfvsbqlKbC_99bJgOk03LEQfNA,1592.0,0,1.0,1,6.0,16.0,24592.0,1,0,1
Wt87zD0UCOg_XZhfcLBzolA_fhf-k0notE3oBY2RjXQqak4hxnmw5HUihuVzRG6exWM_j2kUAQjx6A,1670.3333333333333,53525.5,0.5,3,1.4166666666666667,13.67,20605.0,2,0,2
EQBx8rL0eNsBPreXHvgyU50acQqyg1lE4Ph7daJ1TI7BgEaT5F9ifw9Fadrk0S1skG6Dpiwyh_T2MA,2008.0,0,0.0,1,0.8571428571428571,15.0,23488.0,1,0,1
OJAkdKccixhdblMzPeMMC_sAYFWgqjqst5Wriu8G0kFoIE_ViQB7M4gdxL0pIuJr9S6y5kFwerqP3g,2008.0,0,0.0,1,0.25,15.0,22233.0,1,0,1
lKlXcbfpPb4MnH3TSXdgh2Fhwu2ToBnn4SvcAwxf6lwraUVJYtUtcGHFd5aHVKwP4VM4yaKtbGZROA,1891.5,388.0,1.0,2,1.3076923076923077,16.5,25768.5,1,0,1
jASWqDw4HkafTuvzkPSsFLFY9LjPz3jSAw8ymVeM5n2-CeO7fRFI3F0sw04dpe6BKAAQzDnU-wquvQ,1891.5,388.0,0.0,2,0.3333333333333333,14.0,22596.0,1,0,1
kVBNyAw1imiSMwOQg0IvPt5a9UMsBenMVlP8hVHm3vw1R2Ea4S2Nkd9tDhU8CFvjl0pc41bKSdxmvQ,1853.6666666666667,5653121.5,0.0,2,0.3125,13.0,14929.666666666666,2,1,2
ublkBoQlJzRf1nQqdhjq8TEUEzqicE7aRwF0nhcagioDTvrlrnv2x16g6Uvvq6bORZkmNw5btBKpLA,2008.0,0,1.0,1,5.0,17.0,31354.0,1,0,1
hW3iyko0IElL-CSJj68poJx9LO8VC8ZYjv4U_zfpwbORB3lTQaxGoiNHW3aM2U78bOuDAurEcUGIIg,1554.0,6086069.5,2.0,3,0.375,12.33,13431.0,4,1,4
IhBQac2icMR48DKILXhN0MI26IThEHcESJm1L0q5JTvF1b_9T8OPYbVa9nBLw7RfliyH_J66SVxqvA,1775.0,0,1.0,1,2.5,16.0,21816.0,1,0,1
3e7ISXXWM7zGK4-LpAzpezwa9AWh2MQWEIf03jn6qQ8TcYFo5ePcS9sTqzNsBiG6QttvxP-w8QIETg,1775.0,0,1.0,1,1.25,14.0,22635.0,1,0,1
0eWUgUYNnvG8Gcb12P5vvbXf053UeURbvi2p2mnbsGYxT4Y4X-hoMEe5zijk1tBjfa71EsDaC5QDdg,1585.5,9315400.0,2.0,2,1.25,12.0,18837.5,2,1,2
XMxk_ECKwHFJwwmPMjDcWz7wp7LfFg3RRDHbysOHkrnWpkiCP6JX-aWY7mQ74LjPscvO9VgPWe1QtA,1775.0,0,0.0,1,1.0,15.0,21920.0,1,0,1
8berMpwJg2HCt58kfM0wb6DyTiq2n0TokwYDD2qLepKh00rIu_9I0dkn52jm5ReobgmmXiIj2ii_hQ,1778.2,3665072.25,0.6666666666666666,3,1.3571428571428572,15.0,27172.6,4,1,4
SAgRyLPqFvWteNvlqdFWWEXPmKqGxCYfcnf0X7xf38HksnSb7BbFd-WgZFLrdRFQho8vVYqay3D5oA,1416.2307692307693,1143038.9166666667,1.6,4,2.0303030303030303,13.08,19204.923076923078,10,1,10
YNz_1Bs8IiGU1o2ox-qexP-6-HYXAeI9sdGicxGAfVo75i06HsLuy-VSKutIwxfhj0ktPxs9Piq4Yg,1975.0,0,0.0,1,0.14285714285714285,16.0,21854.0,1,0,1
2bDfytawsg_m6C0nULx13cQjoB6_qJ2vAssiBHXeCPnaEykeLJRw2Y55V281ym8hzttNd83xvpPbKw,2034.5,97697.0,1.0,2,1.5454545454545454,15.0,23818.0,2,1,2
Miy72-irUgBsy9MXylPgPuphaV6ofMVVMFfe7nC40rlXDdgRFDVFhovh3Rl3gOkidpmPKmX0ygnicw,1975.0,0,1.0,1,0.4,17.0,24836.0,1,0,1
vOXJsLo5EOL8IN40qVwHL2dUI_xFF4LRwlUh9xLu9zb-HZPfbI2RaetxX1Z9euGVCmPZKmY1-3pu_A,1975.0,0,1.0,1,2.0,18.0,31063.0,1,0,1
VLmwq05hqdDhM_1dahZ3KDpuOY0JMqrmj5Y9rptF9gli69XxX6DZomn7Zx3PaqDy7MBTFo3qC28JRg,1924.3333333333333,1440499.5,0.5,3,1.4705882352941178,16.0,27997.333333333332,4,1,4
nd1F-K1ucCskl-88wTjxgsCNN8C-J35pPMfoX38H0uD8bNI0pM9g5JTbOU6STw1pwVRENvROMcV3Qw,1975.0,0,1.0,1,0.0,15.0,17176.0,1,0,1
OrqMN5q19uxOrqglkN5Yw04_4Yhc7HiaUtxKutjjvSxD6094cPFv1TVdpVdmZD7o3IIIHypK4gEjKg,815.6666666666666,258409.0,2.0,1,2.1666666666666665,8.33,10865.0,2,1,2
kVr38XRecVksFOisslmtihLmi7ijpiVd9AxWjEX77R0FOSstY-nPQsm0i7WjR_bfCMTa4GO_AP0tRw,1423.0,0,1.0,1,3.5,14.0,19282.0,1,0,1
7VvHGWtPBAWcAj54BbLlJjptZiGI15gQmsiXeN3OVHpV9l66EEcDy3BIkmSvNxmxWUk56rM8NZsUEw,1628.0,712438.3333333334,1.0,3,0.6666666666666666,14.0,20315.25,3,1,3
-1P_Vq6hkHGIca4RRHjo58k1XG6-70OOLxgvQMr6dL_zErDzVPJOd5K4iw2DwtKXIvc6XdVGNd9ueg,1423.0,0,1.0,1,0.42857142857142855,10.0,13933.0,1,0,1
x0zY--bANjRdrY8jyTFKCNMnS61U6ggrau4u6B1lLGO-P3m4ZvOssFnTJbyUWwquZ4o5FVESRtNLJw,1714.25,1087805.0,0.3333333333333333,4,1.04,14.0,25450.75,4,1,4
AbQiwMENUbxU_RcQX5ANhC3TxRNyO6gHO35o9yABmjfDVdNW_WAeqVIrgKkMkQynGwcSqNabcJUG3g,1639.5,209972.2,0.2,5,0.5428571428571428,12.33,15365.166666666666,5,1,5
vTXiLaEU_phTjHbuev4P-9Ne3nD185V7U4N9PB1a3Mo9T-_UC7jPlTrevSkx8KWb4YCnVO12Abw7qg,1484.3,369906.1111111111,0.25,6,0.43478260869565216,11.9,14937.6,9,1,9
pbUIMyHkQYKhi0mBCrg35ZChUH4jnHswiwJoOwUvSGaWujHuoA5yMJOhvNAyqB67P-QEhiuIEJtqEg,912.0,0,1.0,1,5.0,12.0,13947.0,1,0,1
On_VTrcgGnKbFAckmgudaKsQy_oZvEDolWERZh62bB92ok7kzI4-V35UEICPbrLN7-fKW46uQvzhNA,912.0,0,1.0,1,4.0,9.0,10834.0,1,0,1
k18SHBsxdW97mdWHZ71r9WCdnkhpkMeQt-yHnan3Cclcu7X-IVnp_hqwt7HfhGRnESEFBAFkMY-JSw,912.0,0,1.0,1,2.0,10.0,12405.0,1,0,1
laVuRDyesthP9R-7lli6ULUGONQeD12i16zZWAylTdF_5ahxIdnSTjI6bIe5s7yVPMrEHtSCkLnEHA,1455.0,160441.0,3.0,2,3.25,13.0,22213.0,2,1,2
x3gAcp1Nj75Wh0g2WskopF2XERdO1KHHZQR9ugB4VA8auk-FF0MVSJEQt_-5VEhfyuJcD5pmIO5QCQ,912.0,0,0.0,1,0.5,10.0,9301.0,1,0,1
pfADKF5SrWytrL1muF6NsKXslS8xLLJO3kR4nBBs1QkXnK4LR8OdRxg5XNnrtXqF0hMjiS_b7r9upg,1553.6666666666667,4796029.5,0.5,2,1.0666666666666667,13.67,20914.666666666668,3,1,3
C9N1IfTM0K7R6uHT4nQN7Uwy6np9N9lPT2yqxw9cu4wkilQL1F4BhF5UZxdPYMTHj9OEldSNptwbbw,1759.0,0,1.0,1,5.0,18.0,30091.0,1,0,1
WJCoV-zcM4P-KUr58AUhVRCSjSkhr3DNV6YsnEaiL4DxugZ5QTVaeBL4A5KNaBeyPGWG1YozZLVHaQ,1749.5,786477.0,2.0,1,2.090909090909091,17.0,28207.5,2,1,2
VLcnuK-1b7LS20r-n696Hd397riXcJujgc9_NExmvKLx_2MJEbG_od6i6-yV2NXvmshTR3VMYdRkRg,1632.3333333333333,2947988.2,2.0,4,1.5,13.83,22998.833333333332,3,1,3
-zfOceovnqhx8HKIFtZWx8bQMIJQBBNVtKSMXOCfwx5zd2uuOR-nh6PUlQMADcQaAPKce1d2BgZvaw,1555.2,2029821.75,0.6666666666666666,2,1.1428571428571428,13.6,19724.2,5,1,5
wakrvnn2vHTJjysa7SFtcbZvu6G-rLpH-G68bXXO9YSR-82sN-Pl_6vwyQjVYOn96bnPsY2o2Lov2w,1759.0,0,0.0,1,0.2727272727272727,13.0,16579.0,1,0,1
1uys87LyNW3CurLRgJRWSqJqfWzQay4d3_nnOQdD2CTSEcoBWFgPwvGWYGBLqSvTRX2g55ntTxjw-Q,1927.0,0,1.0,1,1.125,18.0,29395.0,1,0,1
gabw9G7xuXDB8CSxKAnx_lKRNppLjnTlQc47jBMmXokT1gP_Pt35UQgxDkDQA67SGErv3SlXQPTA4w,1927.0,0,1.0,1,1.4444444444444444,17.0,28184.0,1,0,1
BujneXgHr2nI3uhqzllKn7CKdndkeAq7t0J9N3-1pv9-VMuj56ldxhj-T1EC3u-zq7zNi36cvHyQYw,1394.2,108765.75,0.6666666666666666,3,0.8709677419354839,12.4,18570.0,4,1,4
YFSaa4ENoSyOBGUMzgSgCOiW6C0av1k5BzX13pt7GsVJmyCIXGMvm0QGPV0FI03zY9y9mQRRwVLLNg,1778.8,404002.0,5.0,5,0.7272727272727273,14.4,19477.0,3,1,3
QMS1ebbx7VanVRoWTIqizJvcLdfXELJ-4gquTc86Ovlgnzm0xSP4w9WlTy4B1Bb4VzYw29GKCqciaw,1448.5,2902526.0,0.0,1,0.5555555555555556,10.5,15026.5,2,1,2
M89bJ91tCkMzKo7zjejG705DKUoh-V5UCZlKejl70poSSRjngUaDSGcTNBFT6Bj82B3nqdH40LMjiQ,1905.6,3255865.25,0.6666666666666666,4,0.8064516129032258,15.4,22620.6,4,1,4
evtpFnYLT2GllznCkVQkL3OdIDIG0PzME8IpvvfVIozEBgkXCsUFNGK_nzxeA1vo_I__5JXNHA6uPw,1927.0,0,0.0,1,0.7333333333333333,13.0,23203.0,1,0,1
T87rurNcJrPC-j93aheQl7ZZOjMxwXU3m42PAAOfHuBu2_FIqwMEhfZYh0ucjZ3NtPiG64HVXngfUA,1647.3333333333333,824441.0,0.5,2,0.56,13.67,21310.666666666668,2,1,2
o17EwnOQ_SW8WTKFn9oA337-5_1om5UqFORCnMtPrOGxOY8_UMOZdCOJ2kkh4AS620q-0bV04uAUeg,1841.0,104460.0,0.0,2,0.125,12.0,14837.5,2,1,2
YzdPCIivz2D9p2m6YkKep8Vajvsgzo9iZYUlFtRrvkMdwr_6zTFbjeO1KukfHM1pk94IlIRYd7vdRQ,1755.0,0,1.0,1,2.8333333333333335,17.0,28156.0,1,0,1
sCmVN-vpKqUYOAPipihMXCucR7ygrCqD_eQJOY4x6GAV66KNtzuV4Wp8M5jg0-wv9Xqbu7TqXEVDjA,1755.0,0,1.0,1,1.3333333333333333,15.0,24596.0,1,0,1
m5MC7qv_x5_E05-bpaGPCHxSJk75VIxWvSIaREntnrLd0Nghi--oGHhSPT_nLm01fIxXoXZFATSy8Q,1755.0,0,1.0,1,5.0,16.0,22789.0,1,0,1
TDadLEucSeFVP4lKK9Qs0PHxmn6pTn8UmWCUP4NbLOEFMcQyVJ3eTe4y6sg3jLafLOftxGIh7CDw-g,1755.0,0,1.0,1,0.4,15.0,21933.0,1,0,1
U62z-pOxnCQOt_sNV7B2iAUIaTbUDSsiQ5suc2S5QIat81YW8ZMJjL0o6XzgmtF8PC6rFf1vqzjdag,1333.6666666666667,1243962.5,3.0,2,1.2727272727272727,11.67,15123.666666666666,2,1,2
JuFZyuVqCCjqU2OyR3EZKrm2Db0kKt_SfaQoV5We-FKXQOllFANv_3Y7OLs-9fz-tYvGOtpPIjvTcg,1584.1666666666667,646362.2,0.0,1,0.7837837837837838,13.17,19244.0,4,1,4
Xrhew22Aj02bKZD2NsIyqGsArOS-KrVaQEMV-GwH9Y0U8ciFQV3rNFg0rf9dj3-dKqOqOx2JPuZBeA,1998.5,2494984.0,1.0,1,0.18181818181818182,14.5,17801.5,2,1,2
58VYVSbFHDgiozHwlXYbLT3gOmkd0UIqadFfyjRLnfAhxxFCcfbVRahFsIpeVot1AkM_j-pURyoL4g,1776.8,2957947.5,1.5,4,1.0,16.6,28707.4,5,1,5
7oO_821CTL83knSV8ludmME35MSLLEmVviMKcbBrmuVo2Fs5cXof2-Yy45qyyxRs6wIycLlC8ZoZYw,1952.0,0,1.0,1,7.0,18.0,33724.0,1,0,1
Kp77LWMHcMuajbWXkWAUgquogfA8VDGKjwGSlLhRaUjptPB2IVg0ciKC6V5Wq2bOpW1vu0HV6pxUTA,1660.3333333333333,3367754.5,2.0,1,1.28,13.67,22959.0,3,1,3
mH9oG0sq4Vx9KJ5nSyNL4JWxNQULZDdNkYySvLmNq_br6-QQYm8HRu1oMJFDfr2MMxX3bVBzS7MR4w,1952.0,0,1.0,1,2.25,16.0,33441.0,1,0,1
-EOml6MeLHGhH9MHZnHnzmsGYmxG91IDJvqHHjcUVKgkJo-reeKgKrAWoh1qmKjIKL2zq0l4lWx-Uw,1705.7,155247.66666666666,0.6666666666666666,1,1.1363636363636365,14.8,23553.7,6,1,6
DeVZMp53r1eLfpw1u8dTt0ms9letEk-BUJsvFoPpKyW_rcnzfRm9emKtpfynCMq0qjXR1Lnx-3MNBg,1428.6666666666667,1289583.6,0.5,4,0.8275862068965517,13.17,18618.166666666668,5,1,5
oBWuM031N6KWA9GLzlaCzBnKsMKqKqLL9vNm-zIJeDqDdUyiR66zvzMuw39Xedqk5b5K-K4YEQMkQA,1455.4,280273.25,1.5,3,0.9333333333333333,13.0,21669.0,3,1,3
UZE-6zbVjZ_zfN337LUAmtBRUtEeYHB0QfrAnvl-g-GGIZhWAPoLXEuQmtRzcIrH-rwN_M63KF0bkQ,1566.0,0,0.0,1,1.4,13.0,18570.0,1,0,1
p4Pgnc7953nboHz2pawMB_hyoBuUkx_ON-vbU0zEB8FVcNh6YWFSN4kXGu-9VPjH-ioDXy8n9L5MTg,1598.0,1093470.0,1.0,4,0.6923076923076923,14.0,19551.75,4,1,4
BGlINPTB7-xyAsMpwGkFTjIZhSyoChn8HlBWQGaCOIhIM1c4Q2ITmgQk0I9ajgwAdDBQO8TptkDJIg,1606.0833333333333,477748.63636363635,3.0,8,1.0862068965517242,14.83,21342.666666666668,10,1,10
SBglj1-pktc4COLeu8Fys_WyYZCESJpAI5HNdIoxrpoKWQobqz8P6Yr8hSGzZTWoYIe7ndfQMPa4ZA,1583.25,31078.0,1.0,2,0.5,12.5,16483.75,2,0,2
_0bsN-a1inb3jgIRlzT_hubYoapYjF3V-t0Y8ChTf1ir4DmdzRgucqu8CEXZtslZkpygya7Gmd2ypQ,1755.3333333333333,5172056.0,2.0,2,0.8636363636363636,15.33,23224.666666666668,3,1,3
n3gq19VUfRRipT6-HYMSRKTB8vqRe92umDr7k2ZdlLsjOenoEc5h7z60GJqYFjH69U-hwW2OL4Y3vg,1436.0,1189.0,0.5,2,1.1538461538461537,11.67,17995.666666666668,1,0,1
