puuid,total_game_duration,avg_time_between_games,win_loss_ratio,unique_champions,kill_death_ratio,avg_champion_level,avg_gold_usage,avg_daily_streak,churn,total_active_days
8KlMlh71GmYqxduyw0uHNSwEEp74JQ5eVTcjAi7rXjx0YPYDLTEHCwWwLJM2Xw2f4fI7iUg0ZuFtqA,1414.0,0,0.0,1,2.2,12.0,24327.0,1,0,1
nWZaF6S1eiFtTHvFSOsGz-LGMhsxICsBZr-1dJFX78Shy51QqYIxbz7EzdJi1hFdyIljN57NR-O2YA,1538.5,174268.0,1.0,2,0.5,14.5,20444.5,2,1,2
O4vtQKOqDAQ9Lll6WwfNe1tG0ReowUw2tw33C0ayc02gemgMfrh8qLhw1bNUh0AABIc_mdZ2rVEblw,1569.5,363902.0,0.0,2,0.2631578947368421,13.0,17469.5,2,1,2
kTs5dQEB77yhMxXucKy4eNThI35T5VIoPQECvkX6gz0rYs9puN8XQdQ17kJ3Mfw1RCQJSgNJjcupYg,1452.0,89176.0,0.0,2,0.5,11.0,14537.5,2,1,2
gvGps2BDipnBnpMZnpLM4KIxIGs4UHf4pKFSeFUcGesEvWLdfRVEu04cfes601PbkmbwXV_gwSetuw,1597.0,0,1.0,1,1.2,15.0,20573.0,1,0,1
XOyKjx0gmsSxp7-cb4FogkUMFf1FRhHTCOC8Amhl_D2U1IekmaQMARss3Cnox5pXCsLtBsr666Q2gQ,1597.0,0,1.0,1,0.75,13.0,16618.0,1,0,1
lXKYfg5xCYmQalznvrPvV9QoNz-iAOpcpqAwweZWGAXGPbKY7MijsirXGh2lf3g4cMYb-PPfDliTSw,1676.0,0,0.0,1,0.5714285714285714,14.0,20167.0,1,0,1
Sjvs9uwYeRsagSvgpUtlCafPpcbSlOJbbMmr5cAezm6I_8JzW75_uQ6GDD7K4mA2kyAOeX5X8_F26A,1676.0,0,0.0,1,0.125,15.0,19992.0,1,0,1
3c7SZmd3-mhlAXKI-6BTmQ48DS7C2_Ef0J1aIDay8V-TAyAJ2ljDFqroEBmkBbd9SXiQZqnTsmKR9Q,1676.0,0,0.0,1,0.2222222222222222,12.0,15479.0,1,0,1
AluMQOAlm_aulr2IXXjell_YQxe4Cdu-GogO-7TNZI0WRNhQqYv0-iYcE6AGegvmzu6LW2nqkruFHw,1676.0,0,1.0,1,1.0,14.0,18543.0,1,0,1
B5941y5M-JA9qGglS4CY6ouYlDN7eIv-ohhMQRvmjPaqbUzmkr_vpZ9rQcvj-9WlxA7KLBoqfbv00Q,1587.5,1384722.0,2.0,1,2.1666666666666665,15.5,22446.0,2,1,2
Ro1v3hUsJ5B1a_iZWeKbCEcxs4qNRmV2aw5CZy3s9kaz8xXBylgV3wmcw-Iq3T28RrzrRKqcei7RuQ,1525.0,909922.5,2.0,3,2.6,15.33,21964.333333333332,3,1,3
DwIEWHGk_UsXhNIISdVn9pDpWNB01ePVfgNakE_YkJsHoas__mXN1StV4WE-c7bAKeWQILqmIxq25A,1773.0,0,1.0,1,0.8,13.0,17841.0,1,0,1
EtENFs0RjdeMCgfQmInSEbVi0sgcDz1Anz9U1padG6vshgHHAWT4Wn2T0T9tCNwXvNc8KtqhqARkgA,1597.5,5776790.0,0.0,2,0.3684210526315789,14.5,24125.5,2,1,2
reN2Vz7eNtwfgorpaMOVFk_E3Psjgs3rCAY6P04KvCty5qhTzRd1Q-W70t2ZiD9FaE6y0OuJM25E3A,1560.7142857142858,1093147.7692307692,0.75,7,0.36363636363636365,11.93,14770.785714285714,12,1,12
pwqkWbvXTPqQ0nwEdbqQWLpph36DXet_tHQL66Sr9-PrMMA5LYqfWfBgC9gnI5aHfql3l8kDfogUuw,1126.0,478.0,1.0,1,0.75,9.0,10558.0,1,0,1
EPkiPC6ZGnWLbPYz3G2s3ft6NuWpW08YL22ID30-oa5WYpz44iZlbzkWhNsHDlI-UQl_8gJ-aJ6HFw,1326.0,0,0.0,1,0.8,12.0,14778.0,1,0,1
tGb-GL3vJZ2Is3ryxJcz38lXvyF5yaQMHMs-JaGa0LqZwou1PMzrYcoGAiPZOG51eN2KBguIxFhi8g,1585.5,2599224.6666666665,1.0,1,1.7142857142857142,14.0,21780.5,4,1,4
9TdQr_eX31LV6cGHvftS-EEEsSf1I-VLW__MOE_xZh0-e8OmN_vLSsCUYJjJ5maNSXH8YfE48TQEcA,1326.0,0,0.0,1,0.25,13.0,12805.0,1,0,1
bBWPvW5b_5-aEK2RW55aJonHmaafm68c3uCUZxekkPtikus6B-4_rrfnawenwySEMrpPzRv_LsW5_w,926.0,0,0.0,1,0.0,10.0,8316.0,1,0,1
hLDAPG54wTs7og906abrZarH1ngBV8zQCnQecYlEv7Ue8RgW3Ivl1wQGiU-JHdSe-JyvlOK9kBbruw,926.0,0,0.0,1,0.0,9.0,8003.0,1,0,1
9Wztgp94q8m0PVVFTpNwjjQQt34LxQj9pSCXrXXFc8TsAaGn-V0cPEmZxoh1KufELTTTAkqMvokYsA,926.0,0,0.0,1,0.0,8.0,8409.0,1,0,1
LpEGyV6pkrMZAK2k8qLjcpnFXOqHNdxFUkRiuhnswEHcM2waH_wo5TL3HcM2DABuIXGq8ffzYf6xdg,926.0,0,0.0,1,0.0,7.0,6038.0,1,0,1
tBrW8C2KrQH_JuvixQW98VLDBofHc77vMOBaidGRa4t2k7MJkYC0pZsU0v5cho_T2lcrBHF5pQIOzw,926.0,0,1.0,1,2.0,10.0,11263.0,1,0,1
SdT8Bc91L2i8N2X8Ix37dQb6bvx3tXLGOCNydlAVvbGCsfN7BKnRWXi2Kxd0pRxSypL5QH8CzcpOTA,926.0,0,1.0,1,3.0,11.0,13037.0,1,0,1
XL6SVgGHQlPj6XQ6t1MilRS71rhHj4OGRn8ER4Qji4etHPrRzH8qgQGspZJ5RsPfZt41oCX4d_1TFQ,1823.3333333333333,512157.0,0.0,3,0.7,15.33,23641.333333333332,3,1,3
IuTtVt42kekFBOjQWh_scwzm-91XkJDqcVdRA2oQitcojRO1n9G3JLV5OC4ZttEpcMxtvsgCmZPR7w,1439.0,12349835.0,0.0,2,1.2857142857142858,13.0,21703.0,3,1,3
_Bs5u27hs49H2T1sVLZ18Y01v1zv4cz_J8VzKEEqBg2KtOO_zpKacaw1akEiP5PsrYiXE9zJgnl-AA,1519.0,1292819.0,1.25,7,1.14,13.89,21576.444444444445,10,1,10
ZVl-1ytG4kO4vn4TEChp7YkGnpx2OoX5DbYfarUZmOJdXMc85g-mqWy5Fw1-CUJCtqm0iRmwBJ1-Cw,1706.0,0,1.0,1,0.14285714285714285,13.0,15799.0,2,0,2
DFPWYkURkVk1GWvBjmr-aJ5wjyjpDsCZj8n7XQMbY5lG1yKX8j8ftjoxZJYAjHw6Y28m631iYufdOQ,1628.3333333333333,3082145.0,2.0,3,2.0,14.33,20816.333333333332,2,1,2
UGQvvJUJxtg62TQWey9oMqtHLkDTuxcl3X7T74rHPT6AvI3v0ISa75TOhmf0pz3uuv6Ez1G1k4jDPQ,1602.5,6405.0,1.0,2,0.3,11.0,14467.5,1,0,1
U8vCCSaHqI7PMpMbPIPRPhsuiDpnntOfC7HA1KnRIwFy8WTSc0_VUozkWwegrZUJ3MIGgdLLIXRTvw,1285.5,2679175.3333333335,3.0,4,2.3333333333333335,12.25,16741.0,5,1,5
ZOcXfBAe8b6ONzmmoGqYySxnFBcF5x4VCr_VeKwoeRCZRj38NThTLRgIu90RCcJCNGUMoE3BZBnOoQ,1608.0,104436.0,1.0,2,1.5,14.5,20851.0,2,1,2
4l1OjS_6zzLw876uCVxOd9bS47rbX589GNVae0pU7F425JGzNt2AwDbT8_HMtDuaP7zGWsclv3ULhA,1382.0,364.0,1.0,2,0.8,12.5,18422.0,1,0,1
pzOlcMLiQvOt1MA4gTj15Mfma8zKrj9EGVy-MG9rtt7WPFEAj5jSBCFEyOV70bFuln0xHUHMN9Uicg,1186.0,0,1.0,1,1.0,12.0,14509.0,1,0,1
Bmx72B0y0g1F8EY19ygmNB7gL3T5f7nFgC5ZMeNET2iJXg3yLZTty3qh-Y_byG_MsxTUSS9o5gkZhg,1340.888888888889,1003170.875,1.25,7,0.9393939393939394,11.78,16275.222222222223,7,1,7
DTQU8r8GmrjHcWd5l-ZVEgXw9pU_8KysqO0vXOosAzRM1QOg_ekV_0A1U0y5ZQHWTyanS7-dN1SSRg,1831.5,6675726.0,1.0,2,0.6666666666666666,16.0,21396.5,2,1,2
r2MVgsFKXnZxBa8NSoc0BjpYGHAItoOc8QhUR_jKBKnAvT1cuCrqm19R0wuoo4kJjYXoQyuF4i43hg,1564.0,0,1.0,1,1.3333333333333333,15.0,22873.0,1,0,1
oGZBvFlE8CEP2zF5IM-hp9gcEX4A3z9HZsWrAP7VhDW42KyPxPFf_ognnmOrN5K3qwfbnlU5_mIQ-Q,1435.5,388.0,1.0,2,0.5454545454545454,13.5,17785.0,1,0,1
88FZUQoMAy6LUvaHro6uHO_0wXmMWv55FMb5XFTgyAVX05xFHwx7P6YgF1VFm04GSrcfKjTVjGD4GQ,1465.5,451.0,0.0,2,0.9166666666666666,13.5,21354.0,1,0,1
K9M1ZZsz0IvR9XK5hvi5OL2OOlH5gL9tq91I0LX22WIXfhXu3YYWUOeqXs9_1_pGctLeX1X61akb3Q,1465.5,451.0,0.0,1,0.3076923076923077,11.5,14428.0,1,0,1
8UQYBtjiVTAaSrxu0dwxGPLUCsvUkl1EeunF5qDorwppTkJkpxTPLLmcQ8KXh9g-76Ff4OUtPFSHTQ,1307.0,0,1.0,1,13.0,15.0,23285.0,1,0,1
086mluLdlz3U4nUKSm3CIFdDzCbKg1HkKVkThLTg8gujE4be-fcSgsGPccD3R8uu8Ms804_tk4oX1g,1624.0,0,1.0,1,13.0,17.0,28543.0,1,0,1
mIkdPMEpV6YHAjknkNnyGohQFK2UTrjDuSug_ko42Tg3Sp3mo6xBpS_QbPyshCmkgt2C3IzCpvi5iQ,1526.0,610.0,2.0,2,2.3333333333333335,15.5,22869.0,1,0,1
-NoGC3crnSqqeOdMN92YRS8BK_NicbQAz4aIdOV6GAJsPdI6hmtRlZfQbJ2wWnNJuXWRf-yMXaegOw,1624.0,0,1.0,1,0.5,12.0,14232.0,1,0,1
2kwHKGgsJlcl-rbmfepx10C5NqrYY9mXjaPlutVXxtPpXj9d_xhhvpqzXkf-FRUSR3bH2szLKlwHUg,1581.0,2486701.0,2.0,2,5.0,15.5,24731.0,2,1,2
Q5x-0P7LFcs5ouUmZv6C2f7oTZnfdyXjcaVOwC91gu1_OsrXulETlWLmlB4p-9dPM7FjnEpImpp6FA,1428.0,0,0.0,1,0.8,12.0,16738.0,1,0,1
1oCNLb1ADD6CzTOXj1uQiXXDFm_qWnDjVVWu29w9dYohEuKwS4FoNqhq0Q5zl4w0YCfSKOIF5qIOKQ,1320.0,0,0.0,1,0.0,14.0,13707.0,1,0,1
8ZAFADxSY3uNoHRXFSS_l6YLUDZ1JWAHJntteftMi4JVqtFeMbmBIxMs-NsmCm0yeSEiN5slZsXC4w,1320.0,0,0.0,1,0.0,11.0,11366.0,1,0,1
o5WFx0WR3g4ejfQzeAu0zMw4Az7iJpgHun6MAmdjGslZwUHEm6xEN2VyDX1uDp7FLn_cnzzW7ThISQ,1320.0,0,0.0,1,1.0,12.0,19439.0,1,0,1
Nms-kH_pyJ5AXkUygUqt3yDvoOak7mA4ssyHm6vBemnmCLi_o1RiML19BhXdf-rclvWG19n8aIH2zg,1339.3333333333333,989824.5,0.5,3,0.18181818181818182,11.0,11814.666666666666,2,1,2
mvHUqE3EDHmHir-0oODTK7vejwYpsjQrxug0zbhOicmyZXOP1XfY-1MJbeXjAJcc8NBV64I2c1L7EQ,716.5,1882247.0,1.0,2,0.6666666666666666,6.5,7606.5,2,1,2
MNtN9unZVocHzUABbB89yFiBAF5jPAPzHVlFtyO09o6Gamu6qi78RtaHDS97KCALN7Amkp8gE3DR8Q,1320.0,0,1.0,1,6.0,15.0,21293.0,1,0,1
WL7USBB5x72ZitLzNtTemFQhBZxNE3OkM483TiFJUyQbyyHS8Ku1w1uGBXYFpDgVeY-JbC4wjwtzng,1420.0,1812890.0,2.0,1,1.5,12.0,12465.0,2,1,2
EU0f9J-cRmZAwZTdQEVMK7WE6qmxfaJsBJaAtlkaeluNvvpr5YIj-IdI5we1Lq-e4woXA96b9G7Kjg,1757.0,0,1.0,1,1.6666666666666667,17.0,28961.0,1,0,1
7m4GXrrBS47trNZSOIB2FrfCMqljS17Sspxv7WFbUg-FnBza3IsVxRG7_vxSsWBwVFmzWTsydrUMLQ,1744.5,3302889.6666666665,1.0,3,1.7142857142857142,14.5,24956.0,4,1,4
GU8srYmir4eWWMveSrUR4xPAjbMrz2vdsUBozcQiHMWzHcXVstwYgs9gqjOPNoA-X2IlIio68spKYA,1687.0,0,0.0,1,0.5,15.0,20359.0,1,0,1
youVzXgN9rOskBDw6ara_VbBGS5T-_PMF3ZbUnjFx1ENfCwKGKXWz4mOCtkGRRVvqWnygtJweZpD_Q,1846.0,604551.0,0.5,3,1.0357142857142858,15.33,24498.0,2,1,2
d76bQNEzbdHJdRQ4vkwcaCVJOYSCHgVPAWqqHwni1p1-ZPK4sp1SaM5DApBnPCAoXjxmaEd9BrV8ig,1686.6666666666667,896971.5,0.0,1,0.5294117647058824,14.33,20160.333333333332,3,1,3
l23mNGicH7i0z0AHvfCeTi3c3k0pQAU7Gf9-0KM22MxnORt6GvdlHhWrvOmG7kadMkPH2pTgAR4TDw,1687.0,0,0.0,1,2.6,14.0,27584.0,1,0,1
qrkwrLHhKQW78M-4xuj1zocwioCOqUUp0VApoTyP2wXI3vUroR4IzLSZbYM9T2PhO74NErka9cxSTg,1687.0,0,1.0,1,0.5,16.0,21888.0,1,0,1
HBx6P97fZjMKrfskb8NgXDksCu5fCyentYGNLsVLFWRBF4yVNqeKAiuy1iq-DLe0SUEytzQdA6uwOQ,1663.0,0,1.0,1,2.6666666666666665,17.0,26735.0,1,0,1
4_o8GeqlRGouy-G1zPeh3fk4TUfYCKUMvTQYNmKHlvsuYJSj5cMS-wRGQe-CBmRPeT9Btb_NhzhjWw,1663.0,0,1.0,1,0.3333333333333333,12.0,15680.0,1,0,1
BmpN3n8Wzin3WLkipJpUu77r0Sx9h5291RWfGpNRcpYUveYoMkIPJMt3xDcxwZEMmOlEhEiAys9dSg,1776.875,170476.0,1.6666666666666667,4,1.05,15.5,23035.5,5,1,5
4TnDXs34FXeiHYzp7nXfBNtJg-2ho4nF98qpul8XqUp19_6SFMeaSklJsXg2ew9IuyZF8_D3WOvaAA,1876.5,6915.0,1.0,1,1.3076923076923077,15.0,27775.0,1,0,1
QU5sFn_Byic4dPFFUxI5AzQf3Kj2I2ctKVpTw8fXVvqo1X2xKn9yKTE5diimGjMFKsfW-IDZgxLOeA,1679.0,12186127.0,1.0,1,0.5,15.0,22237.5,2,1,2
V5XXhbb5B8Hm_MJhS2TI9gBFea-GqNIHEdo_TKKS8ZA8ODtlSvHzhNrImeg6C69hPsKQrmZy_PnDGw,1676.5,2852535.0,1.0,1,0.5625,14.0,18780.5,2,1,2
5Uzay__ZdRLkYJZ4UKfTKJ-Bn5jkKd-yNggCP81-foLv6oKxpFt7GJVaF1RcCNX_llaYn0rUgSdTKQ,1666.75,4167.666666666667,3.0,2,1.2105263157894737,14.5,22078.0,1,0,1
TamiODe6Td2-txFrXkqYi6XMLTt8kd5EcLgGHyUAPcK77n-hw-ytwGz4qxkmT7UQWilj-DQzemvVqg,1188.0,0,0.0,1,1.0,12.0,15340.0,1,0,1
Y-BnFNv8pNkHwH1nQCDvh6blQCy5hDIenHZ_4zQ7mqv8BbRALtcsUwQyeu6lwcPvvYjciB7S6maPEw,2321.0,0,0.0,1,1.0,16.0,31271.0,1,0,1
HRTgeLbykgZSKUyS9QOD89-E5_2IBhP2QyLl3nqjeatrnUb7GGg07JyE5WkN0-wkkeh_SaLTU98EMw,2321.0,0,0.0,1,0.3333333333333333,14.0,19745.0,1,0,1
ai9f4KbT7hqNzRBjBWgGG1MWJKvHB92E6vbY5dpZfEEKX_g6JEAuEr4fvYgLJnnRa9XtVvUsh6zRJA,2090.0,0,0.0,1,0.0,17.0,24789.0,1,0,1
32YMN9MDT0_btkKlwApZGMFvQrgUUyo5jyvUOXBHayKVhapD-qWFoQUUvCv0wGwuZ9McauMc4VEjBw,1286.0,0,0.0,1,0.2857142857142857,12.0,13006.0,1,0,1
WBFPgLvwEuYNyhxM6_kXfIp46_wsmzwY2qdf9EqECMD84ONaL0OHDplUGBwlzVo-H-KVEsiB7pjz_A,1252.0,939422.5,0.5,1,1.7692307692307692,11.0,16365.333333333334,2,1,2
omzeTI7E1rdqXQztdsZKnRI1W9VQ5ceLQRRYejb-_snhHR3Dwm6p6AmFZNOgpdBt3v4fa6eiwoYCtQ,1425.0,7239738.0,1.0,2,1.25,12.5,18829.5,2,1,2
1z02zYraLAcY2QL1plKJBVmCz5w-Fu8k1T0bBa5Y3RsfdKMGgGoFJ3Ln3lUFsDdU-tGmF6MiVw3Q6Q,1534.0,5630283.0,1.0,2,0.25,11.5,12816.0,2,1,2
A0NIHEE7GJQ3X64EFFfPuDKnnVyPo6UIPZhuxCFiRO1Zhaye9bNua-HMDLNAwoAZqLLyY7dYWRmFtQ,1393.0,0,0.0,1,0.0,11.0,13600.0,1,0,1
gKIW6jWK1GEv0fHLiSXL14gtDjLh_N2hR9hZ2nJjU7FPgPsolSBQkr9kA3m76hd1BJwSqoSTqXVxXg,1780.6666666666667,388747.0,0.5,4,0.6170212765957447,12.83,18143.166666666668,3,1,3
cP6tZ--dEzRCW24Zt9UJEs5aMOLbsD3b7wu-1-uzhDKemP3Qmxxy-_wMwn7FWtBYybhNhWTIvHTv8w,1589.0,2158391.0,2.0,2,1.6666666666666667,15.5,25478.5,2,1,2
gOx9e-DBqdRgzn6KFttScQ--R78BRxlth6sF7rmz1c8YJvaS_E_0kw7rDcOlh_MS8c3YKglqoqPxZw,2042.0,0,0.0,1,0.6,15.0,21817.0,1,0,1
ntfTi6CPfwMuhQZWW4Aknl4pNVW5CEYpQRH7zf-A8zQ_4elKPgov4SjAAXhpx2JDWR0HqP1LQHkfqg,2042.0,0,0.0,1,0.3333333333333333,12.0,15294.0,1,0,1
nNsVQjQWOLNEI_VE8Rqqlwgn3etODDrpFwoI4eLjq5bIPWFgSuHiISo2dBcAs1cjnnR93OGrNiQaPg,2042.0,0,1.0,1,0.25,13.0,16199.0,1,0,1
S4xDnY7a8K8xPPdsfDdtOY9IFfqthLRMb9Hp7hAkps0ZP0zryaNKmK9M4V0IGIByaKrrsAguOhsr1g,1638.0,0,1.0,1,0.14285714285714285,11.0,13424.0,1,0,1
feun3Fo5vdFGDKIoJmHGVGGjNKpMZPx_Ev9zvPssLWw2ia3j_ka7EKBKM4rpADSLj6jdUL__4cb3-A,1638.0,0,0.0,1,0.375,14.0,19836.0,1,0,1
Iuom2bZiYye3Qd4ws_gLJyPl2AAQplmQa7fG6a1mNqyw5Jqi8uphJ27n9Hs01IIk9PfD_8BeFg_GBA,1722.0,0,0.0,1,1.2,13.0,23875.0,1,0,1
TSP1zhMQQ0wyrOkbuQYB3EfBScLT2tzn9VY6WabMBXufwWoBfzxLqqXwSVn80cZUmE9gFfigz29HfA,1417.0,379.0,0.0,1,0.6666666666666666,13.0,17603.5,1,0,1
LGu_AYcl8vlkb0lz2ELXzRYk7VBdNbINedmGNoi5K4o8IoYr_EdEFwEAO03BI-9v9GwxWoJ18p9yQg,1396.0,494.5,0.5,2,1.0,12.67,19055.0,1,0,1
w3J778IpkErGkL-xNuvsBzJ-tBHbraxbAA9EsQId5I0NBC88ZsS0TKlqiSVIi0wqWOOKaO_2RswTyA,2076.0,6676498.0,1.0,1,1.0,18.0,30683.5,2,1,2
gC6oCt7ARvduTkTy4ytY0UThvkniwbETodx980Bi5_Bu11ZIe1MeYNR3XJJxvx0FkiDOlDAm2iwCyA,1722.0,0,1.0,1,0.16666666666666666,14.0,16792.0,1,0,1
3Y5J8cDIC22UvvasrzFk7ErJS1iaso9XUnlvxwoi3zSi4rp5sXy2EBLWsnYDl-2GUqgo_kZXsTLy0A,1112.0,0,1.0,1,9.0,14.0,17097.0,1,0,1
ZyXhxox0it0thd8F29ol6bmWsh9EiB6NZQ0kv4NqTvqiKf7246CkG8KB8_3HYMXxp4h9M7aaLpjqkQ,1354.0,0,0.0,1,0.25,11.0,15275.0,1,0,1
LzKY-rJX2Vc7gzElQumNHC1FDO21iyeklnqCMTFhpRpNVTrJV77Y8FF5cSgQsuNdi9wAtYDuYfdQzg,1354.0,0,0.0,1,0.3333333333333333,10.0,11110.0,1,0,1
rlVwywdWjkG41ZgEN7lJh-Q2iQaExEGfJIOwrk-xmROFxKPiEFNc8bzqcHEHpXTxdUlUnVXTXjXgmg,1525.0,1152594.0,2.0,2,2.3333333333333335,14.33,22897.333333333332,2,1,2
aVgi_2mkPlx3zn6MHdwXYAVtKYM_4Gdyc03hiXYQ6tTOjVLowiN4QargQDe3c5Tba3iNkO3tlTsvpw,1447.0,0,0.0,1,0.36363636363636365,14.0,18916.0,1,0,1
o-a_Uu27crkKicAoTbPaIONkbUC8C1I3TU_NvHKQezz-sLLyYb-dScb4p06XB91OyZtq7L-D6tS71A,1447.0,0,0.0,1,0.3,12.0,16688.0,1,0,1
Ov3SsFGsm7V3UrQ87fKu-oujHzNXp5xOy2dCsfzO9gJSFg9Uchj_Xyo0nlb8I0ipjEMmJcrk4ktMaQ,1447.0,0,0.0,1,0.6,13.0,14258.0,1,0,1
bVYP9uMIAeeNJW0CHWnsJGNUPrBAA8L_LaFP8RtbNG5NCPFv3_nwZ9ZtMbgJMwpjLACEfY-jjs7Qmw,1447.0,0,1.0,1,4.0,16.0,26195.0,1,0,1
n3VFw-CrBVU607cAU2aSXfyB-xY2c81S83nh2MuGPxSh96nDTkCdsPwvkW45-6hFhNeNADNOcEVrIQ,1390.4,388668.5,0.6666666666666666,2,1.4166666666666667,12.4,18375.8,3,1,3
drzq1qlgVRUwIb-C1VzbZ0fheiM4suPAYEhy5rZGHOYqUdIyBRwEux7oWquytPkYN0OMuEV2XawazQ,1200.5,300.0,2.0,2,4.0,13.5,16401.5,1,0,1
Xa80lNWdEf31HHSsr-KrhCL0qlOPpTxoG7-W-vOXy6YRHc5h9w53gMsWJyd1KgBErSwlkp4uS26o0Q,1447.0,0,1.0,1,1.0,13.0,14216.0,1,0,1
7gIvjSVEhiQX88GHRipnTPv9MzEbiV8PnC9j6gSOSt7e5zDDcztdvfmv64TWLsBvx4U0j2flXtkcoQ,954.0,0,0.0,1,0.25,10.0,9948.0,1,0,1
0SH47D45QB_2EK_GqFB0iJiS676yhYVpU1RfUdtrffxvWHW4xUBb1eRxkOnIQHM8zU0c6PGSYSprxw,954.0,0,0.0,1,0.0,11.0,9238.0,1,0,1
NyLW_fDxczNBTRv8ZLTQrr_p_tIYzMT-dyi6gwp_5qi_xXkgW1fz37e7HD3bdj3my7XnkdVG8DBEQg,1698.0,268634.0,1.0,1,0.3,11.0,14387.5,2,1,2
bSlwKR5F2SKx6Yy1aZYVcyCwRqdLfhOUcOUtDg4z1udQGjzpsV-RSR8rpHBXXRvYI7ZaEvwvItZZCQ,954.0,0,1.0,1,2.5,10.0,12588.0,1,0,1
jtW7SgYx6xIPsZiFYDLx42bDvsqCAIyEJ7-ZVv3vHZb3k0mjQHUr_olq7GSWROAc0r5N3jEXNgANMA,1599.6666666666667,3548915.5,3.0,3,0.5625,13.33,19285.0,3,1,3
J6xYOYTFW2szlR0GmEB3iKNMF13I8wssQX2KBZu5b3_yrhxycofZ7Twzon9FXzpLgbOGQUwtsWVdmw,1627.0,0,1.0,1,1.5,16.0,22643.0,2,0,2
i-oscl72jg9j5MOGuMH8O8HhRjCjSoQ62HMvg9rL2Hvcsz0cWcwmWJbPN2u1g9uvktfbYpByQUIamQ,1627.0,0,1.0,1,0.0,15.0,18214.0,2,0,2
TKDNIS7OOqzYHt0LROgumyHY-rkCNvvf2oMotXV1gNY8XWWa9zO5svnV7cG6iFnOifwSRNUamHKxcA,867.0,7506619.0,1.0,2,1.0,8.5,11068.0,3,1,3
cWT89COqno5JLKmSwGXu4aoiyvhOuacNHkJxLgo4Wv-lE6fZXfdI2UOxCww1HeGNMyCtRxFH-cixqQ,1627.0,0,0.0,1,1.0,15.0,20023.0,2,0,2
1xrw-376YkGk5vQpP2z6ZLM6iRKcn5PuSrZVmrczjcqEcNqihWQmkYcZ0pkl6zhhQK3B8eTFxocWIw,1306.0,0,0.0,1,0.2,12.0,13090.0,1,0,1
Xgvx5sZliCo75rwjl1yCe27Akc2gh5xa6_q0KHxRMpVNBIJ0lP3e-dmvz-OrpFi90_5lOlIiOF84rw,1306.0,0,0.0,1,0.25,13.0,14386.0,1,0,1
99E-0zpM4MD0K3JmPBANWlJPUpvwG9iJ2Qd_IApQd69C1D27JMLteRkkaMxPB_xYLHgfdxy8EkDMbw,1548.0,0,1.0,1,7.0,16.0,24380.0,1,0,1
Kx65UjNIo8N1ABEr_RtNxvde_sU4YnCl98u3KmUKzSp9oOx0l-6yguskqFjC4XYPUSb7LN1YTf6o5g,1548.0,0,1.0,1,2.0,13.0,16549.0,1,0,1
pouV25waRuGMyxUsEdADKbGJXdbo1_7dcsSDCY9svY5mAiGKT_0zSzXGEt-fGJeQwRGbMZxSeSj2QQ,1548.0,0,0.0,1,0.0,14.0,16750.0,1,0,1
7JEkYAGJOuT0wDw6HaVfAkDy4HK0nUhFlmrjGxgmkKgcDdLw4BwY6ysNNB3tQBO3yEWsvj9GXKiy4A,1548.0,0,0.0,1,0.3333333333333333,14.0,16564.0,1,0,1
oKEuQKJVYpJd3HxI6QSRa9kVdgTUdiHdZRhgoTNRyt9sv4JONM9M9ArzRbShMJG34KpZhXO5hjtSkg,1492.5,4902763.666666667,0.3333333333333333,4,0.8888888888888888,12.75,20845.5,3,1,3
J1ZDGT3ePew5-xYJo-BpxWPlf1GqrBFD5AveQ2Mkflu0RG26ajJ270s_jTCIMNWTxz8VAIOgQSPoOA,1548.0,0,0.0,1,0.3333333333333333,12.0,15792.0,1,0,1
7BhBHZ5glpUQKpBE2caOACc9FtVxGlQ3A2H9ayTpvueUM00c7SS132h_PdQCsrAUPT5saJ__VqyRRQ,2046.0,0,1.0,1,0.14285714285714285,15.0,18144.0,1,0,1
Q2gqIuZRM5HB7V208Ti1RJZwgDVys_7UiwHe1nVdx5SXMDpO8ydTDrLLsMtm1tletuR3MJFN7Bse2Q,2046.0,0,0.0,1,1.6666666666666667,17.0,28286.0,1,0,1
8UGqpgMFFjJfuD3oxRIBgVQ2poS5Yz-3yBSHl-KQrBeqkl-yV9y9WGLoTpSpG2y5XPkXYe2GqqyErA,2046.0,0,0.0,1,0.2857142857142857,16.0,24933.0,1,0,1
vXnk855dB10BGaVHfEkZSME9n_HcSPQy1xD_sYNZ0fPCHIuqObmT_PNQLiwdCOmxtLEKts9IWGFrDg,2046.0,0,0.0,1,0.2,13.0,16515.0,1,0,1
ePvQ4RGVGN71WZAGjgjkE-lbQZsgTvUjJIK23YhcHsOGH1_YuRQAW8rxMUnGnrLi8jod40RaqylFrw,1891.0,0,0.0,1,0.625,16.0,25278.0,1,0,1
_eDF9q2vged3nlmTPfIt8ix5fVRo5burkjZvLNQFXGy6XapIFYOXPs-roBdsOHzVnZRlEQ0s7DD9Og,1891.0,0,0.0,1,1.0,17.0,26430.0,1,0,1
BJBSssqSrQvqh1WapeJ3WhNVtuT9SR4ZEFf4OOnG64w_cd16YGXR2o6gpRIoSp7aHHSEkxt7apnr4g,1891.0,0,0.0,1,1.7142857142857142,17.0,26057.0,1,0,1
